Order_ID,Customer_Name,Industry,Product,City_Province,Order_Date,Shipping_Date,Units_Sold,Price_per_Unit,Status
ORD202438,Bell,Sports,Lightbox Frame,"Calgary, Alberta",2024-01-25,30-Jan-2024,48,319.83,Shipped
ORD202439,FIFA,Retail,,"Quebec City, Quebec",22/02/2024,2024-02-28,40,333.35,Processing
ORD202440,Nike,Hospitality,LED signage,"Brampton, Ontario",2024-09-07,2024-09-09,126,$91.08,Shipped
ORD202441,Walmart,Sports,banner print,"Brampton, Ontario",24/03/2024,26-Mar-2024,142,150.0,Shipped
ORD202442,Adidas,Sports,Acrylic Panel,"Vancouver, British Columbia",24/08/2024,2024-08-30,166,466.42,Processing
ORD202443,Bell,Hospitality,banner print,"Vancouver, British Columbia",2024-06-13,14-Jun-2024,87,$70.86,Shipped
ORD202444,Nike,Events,banner print,"Toronto, Ontario",26/01/2024,2024-01-29,175,474.44,Processing
ORD202445,Lululemon,Construction,banner print,"Calgary, Alberta",11/07/2024,2024-07-17,17,466.64,Shipped
ORD202446,FIFA,Sports,Banner Print," Winnipeg, Manitoba ",2024-08-30,2024-09-04,68,197.99,Delivered
ORD202447,Walmart,Sports,Lightbox Frame,"Vancouver, British Columbia",2024-01-03,06-Jan-2024,42,$474.58,Shipped
ORD202448,Cineplex,Events,Banner Print,"Mississauga, Ontario",21/08/2024,23-Aug-2024,89,$150.52,Shipped
ORD202449,Nike,Sports,LED signage," Winnipeg, Manitoba ",08/08/2024,2024-08-10,43,$491.55,Processing
ORD202450,Cineplex,Retail,LED signage,"Halifax, Nova Scotia",2024-05-02,2024-05-05,75,348.77,Delivered
ORD202451,Nike,Retail,Banner Print,"Edmonton, Alberta",28/09/2024,2024-09-29,150,237.04,Shipped
ORD202452,Adidas,Retail,Banner Print,"Mississauga, Ontario",02/08/2024,2024-08-06,195,222.08,Shipped
ORD202453,Cineplex,Sports,LED signage,"Montreal, Quebec",2024-10-23,26-Oct-2024,131,206.6,Delivered
ORD202454,Nike,Hospitality,Banner Print,"Calgary, Alberta",2024-08-31,2024-09-02,17,277.8,Processing
ORD202455,FIFA,Hospitality,Acrylic Panel,"Vancouver, British Columbia",07/12/2024,11-Dec-2024,118,$267.98,Shipped
ORD202456,FIFA,Sports,LED Signage,"Brampton, Ontario",2024-12-20,2024-12-21,123,$164.59,Shipped
ORD202457,Lululemon,Hospitality,Lightbox Frame,"Halifax, Nova Scotia",2024-06-19,22-Jun-2024,42,$116.7,Processing
ORD202458,Nike,Construction,Acrylic Panel,"Toronto, Ontario",08/01/2024,10-Jan-2024,132,348.33,Shipped
ORD202459,Adidas,Hospitality,banner print,"Quebec City, Quebec",2024-05-29,02-Jun-2024,85,349.19,Shipped
ORD202460,FIFA,Construction,Lightbox Frame,"Surrey, British Columbia",05/07/2024,08-Jul-2024,97,368.95,Delivered
ORD202461,Adidas,Events,Banner Print,"Halifax, Nova Scotia",2024-02-01,04-Feb-2024,144,$15.91,Shipped
ORD202462,Lululemon,Retail,banner print,"Edmonton, Alberta",2024-04-11,2024-04-12,46,$283.69,Processing
ORD202463,Rogers,Retail,Fabric Display,"Halifax, Nova Scotia",2024-08-24,25-Aug-2024,104,$321.35,Processing
ORD202464,Adidas,Hospitality,LED signage,"Edmonton, Alberta",2024-02-29,2024-03-03,57,$430.81,Shipped
ORD202465,Lululemon,Construction,Acrylic Panel,"Mississauga, Ontario",2024-03-08,2024-03-12,47,363.35,Processing
ORD202466,Rogers,Retail,Banner Print,"Brampton, Ontario",2024-04-07,08-Apr-2024,129,$411.05,Delivered
ORD202467,Lululemon,Events,Acrylic Panel,"Edmonton, Alberta",2024-08-22,2024-08-25,129,$418.07,Shipped
ORD202468,Adidas,Events,banner print,"Surrey, British Columbia",26/05/2024,29-May-2024,158,20.07,Shipped
ORD202469,Walmart,Construction,Banner Print,"Brampton, Ontario",2024-08-08,13-Aug-2024,191,305.12,Delivered
ORD202470,Lululemon,Events,,"Calgary, Alberta",2024-04-09,2024-04-13,89,$148.6,Shipped
ORD202471,FIFA,Hospitality,,"Surrey, British Columbia",2024-09-07,12-Sep-2024,83,403.35,Delivered
ORD202472,FIFA,Construction,Fabric Display," Winnipeg, Manitoba ",20/04/2024,24-Apr-2024,22,463.76,Delivered
ORD202473,Adidas,Sports,Acrylic Panel,"Quebec City, Quebec",13/06/2024,2024-06-15,112,335.86,Delivered
ORD202474,Walmart,Construction,banner print,"Vancouver, British Columbia",2024-08-19,25-Aug-2024,31,$406.13,Delivered
ORD202475,Walmart,Hospitality,Fabric Display," Winnipeg, Manitoba ",15/10/2024,2024-10-20,68,$296.71,Delivered
ORD202476,Lululemon,Events,LED Signage,"Calgary, Alberta",2024-09-01,2024-09-02,110,345.62,Delivered
ORD202477,Lululemon,Construction,Banner Print,"Mississauga, Ontario",16/02/2024,19-Feb-2024,128,$276.88,Shipped
ORD202478,Adidas,Retail,Banner Print,"Calgary, Alberta",14/04/2024,20-Apr-2024,138,$458.83,Shipped
ORD202479,Adidas,Hospitality,LED Signage,"Surrey, British Columbia",2024-12-10,13-Dec-2024,53,167.5,Processing
ORD202480,Walmart,Events,Banner Print,"Quebec City, Quebec",23/02/2024,25-Feb-2024,145,$180.76,Processing
ORD202481,Nike,Sports,LED Signage,"Mississauga, Ontario",2024-09-05,2024-09-10,27,$181.81,Shipped
ORD202482,Nike,Retail,Banner Print,"Montreal, Quebec",23/08/2024,25-Aug-2024,84,471.0,Processing
ORD202483,Nike,Events,Banner Print,"Brampton, Ontario",2024-12-13,15-Dec-2024,115,292.56,Shipped
ORD202484,Rogers,Events,LED Signage,"Surrey, British Columbia",18/09/2024,2024-09-19,80,$45.18,Processing
ORD202485,Nike,Events,Lightbox Frame,"Toronto, Ontario",2024-12-01,2024-12-07,26,$188.4,Shipped
ORD202486,Bell,Retail,LED Signage,"Brampton, Ontario",16/07/2024,20-Jul-2024,44,220.69,Processing
ORD202487,Bell,Construction,,"Toronto, Ontario",2024-12-19,2024-12-22,137,347.19,Processing
ORD202488,Nike,Hospitality,Lightbox Frame,"Montreal, Quebec",2024-08-04,2024-08-06,184,50.51,Delivered
ORD202489,Lululemon,Construction,LED Signage,"Toronto, Ontario",2024-08-24,26-Aug-2024,35,$133.56,Delivered
ORD202490,Nike,Retail,Banner Print,"Vancouver, British Columbia",02/05/2024,2024-05-03,87,$297.47,Delivered
ORD202491,Cineplex,Retail,Banner Print,"Brampton, Ontario",09/12/2024,11-Dec-2024,163,329.07,Shipped
ORD202492,Rogers,Hospitality,Lightbox Frame," Winnipeg, Manitoba ",2024-04-11,14-Apr-2024,55,395.3,Shipped
ORD202493,Rogers,Events,banner print," Winnipeg, Manitoba ",21/12/2024,2024-12-23,21,321.89,Delivered
ORD202494,Nike,Construction,banner print,"Surrey, British Columbia",2024-09-22,23-Sep-2024,81,255.12,Processing
ORD202495,Cineplex,Events,Lightbox Frame,"Mississauga, Ontario",2024-06-07,2024-06-11,150,424.3,Delivered
ORD202496,Walmart,Sports,,"Toronto, Ontario",2024-02-21,2024-02-27,87,$278.03,Processing
ORD202497,Rogers,Retail,Banner Print,"Mississauga, Ontario",2024-05-30,03-Jun-2024,116,$196.27,Delivered
ORD202498,Cineplex,Events,LED Signage," Winnipeg, Manitoba ",2024-09-11,2024-09-15,197,$150.09,Processing
ORD202499,Nike,Sports,Fabric Display,"Mississauga, Ontario",2024-12-19,2024-12-20,38,$114.65,Processing
ORD2024100,Bell,Events,Fabric Display,"Quebec City, Quebec",2024-09-09,2024-09-13,103,$256.73,Processing
ORD2024101,Cineplex,Sports,Fabric Display,"Calgary, Alberta",2024-03-16,2024-03-18,148,266.48,Shipped
ORD2024102,Adidas,Retail,Acrylic Panel,"Toronto, Ontario",2024-03-03,04-Mar-2024,80,$212.94,Processing
ORD2024103,Lululemon,Retail,Fabric Display,"Surrey, British Columbia",15/03/2024,17-Mar-2024,108,360.46,Shipped
ORD2024104,Bell,Hospitality,banner print,"Calgary, Alberta",14/03/2024,15-Mar-2024,161,$18.47,Delivered
ORD2024105,FIFA,Construction,LED Signage," Winnipeg, Manitoba ",2024-03-12,2024-03-13,148,$119.7,Shipped
ORD2024106,FIFA,Events,banner print,"Toronto, Ontario",2024-06-13,2024-06-14,126,247.01,Delivered
ORD2024107,FIFA,Sports,Fabric Display,"Halifax, Nova Scotia",12/07/2024,2024-07-13,119,$118.05,Delivered
ORD2024108,Bell,Sports,Banner Print,"Mississauga, Ontario",22/04/2024,2024-04-27,99,242.73,Shipped
ORD2024109,Nike,Sports,LED signage,"Toronto, Ontario",06/05/2024,10-May-2024,170,$231.02,Processing
ORD2024110,FIFA,Hospitality,banner print,"Montreal, Quebec",18/12/2024,2024-12-20,130,497.5,Shipped
ORD2024111,Adidas,Hospitality,,"Montreal, Quebec",2024-08-04,07-Aug-2024,196,353.72,Processing
ORD2024112,Bell,Events,LED Signage,"Calgary, Alberta",12/02/2024,2024-02-15,4,$173.5,Shipped
ORD2024113,Cineplex,Construction,Acrylic Panel,"Toronto, Ontario",10/04/2024,12-Apr-2024,2,$171.63,Delivered
ORD2024114,Rogers,Events,banner print,"Halifax, Nova Scotia",2024-01-06,08-Jan-2024,144,429.0,Processing
ORD2024115,Nike,Hospitality,LED Signage,"Calgary, Alberta",2024-01-31,2024-02-02,2,$469.2,Shipped
ORD2024116,Walmart,Sports,LED Signage,"Halifax, Nova Scotia",27/02/2024,04-Mar-2024,76,$17.54,Shipped
ORD2024117,Lululemon,Hospitality,LED signage,"Calgary, Alberta",21/01/2024,2024-01-23,155,$428.95,Shipped
ORD2024118,Bell,Hospitality,Fabric Display,"Montreal, Quebec",2024-01-22,2024-01-25,8,235.36,Delivered
ORD2024119,Walmart,Hospitality,Banner Print,"Quebec City, Quebec",11/04/2024,2024-04-13,134,324.09,Shipped
ORD2024120,Adidas,Construction,Acrylic Panel,"Surrey, British Columbia",2024-09-19,21-Sep-2024,169,484.94,Processing
ORD2024121,Cineplex,Events,Lightbox Frame," Winnipeg, Manitoba ",05/08/2024,2024-08-10,106,421.54,Shipped
ORD2024122,Walmart,Construction,Fabric Display," Winnipeg, Manitoba ",04/09/2024,05-Sep-2024,51,$458.36,Delivered
ORD2024123,Rogers,Construction,Lightbox Frame,"Brampton, Ontario",25/01/2024,31-Jan-2024,82,$164.46,Processing
ORD2024124,Lululemon,Retail,Acrylic Panel,"Toronto, Ontario",03/09/2024,2024-09-08,140,339.16,Delivered
ORD2024125,Rogers,Construction,Fabric Display,"Halifax, Nova Scotia",2024-02-11,2024-02-14,164,130.89,Delivered
ORD2024126,Adidas,Construction,LED Signage,"Toronto, Ontario",08/07/2024,2024-07-14,20,$127.01,Shipped
ORD2024127,Walmart,Construction,LED Signage,"Brampton, Ontario",2024-05-30,2024-06-04,160,380.3,Processing
ORD2024128,Nike,Sports,LED Signage,"Calgary, Alberta",28/01/2024,2024-02-03,114,$102.71,Processing
ORD2024129,Cineplex,Events,Acrylic Panel,"Calgary, Alberta",2024-03-05,08-Mar-2024,188,385.14,Processing
ORD2024130,Rogers,Hospitality,LED Signage,"Quebec City, Quebec",2024-12-24,2024-12-30,34,$440.73,Processing
ORD2024131,Walmart,Sports,LED Signage,"Quebec City, Quebec",07/03/2024,2024-03-13,30,$37.11,Shipped
ORD2024132,Nike,Retail,Lightbox Frame,"Halifax, Nova Scotia",22/07/2024,2024-07-25,91,$345.35,Shipped
ORD2024133,Cineplex,Construction,Lightbox Frame,"Toronto, Ontario",2024-08-23,24-Aug-2024,131,$279.4,Shipped
ORD2024134,Rogers,Events,Banner Print,"Mississauga, Ontario",2024-04-07,08-Apr-2024,20,310.42,Delivered
ORD2024135,Lululemon,Sports,Banner Print,"Mississauga, Ontario",2024-06-14,2024-06-16,164,$106.59,Delivered
ORD2024136,Lululemon,Hospitality,LED signage,"Montreal, Quebec",2024-01-30,05-Feb-2024,52,$67.55,Delivered
ORD2024137,Walmart,Construction,Lightbox Frame," Winnipeg, Manitoba ",13/02/2024,2024-02-14,75,$491.82,Processing
ORD2024138,Rogers,Events,LED Signage,"Edmonton, Alberta",2024-07-11,2024-07-13,29,$380.91,Delivered
ORD2024139,Bell,Construction,banner print,"Mississauga, Ontario",2024-01-20,2024-01-26,148,407.07,Delivered
ORD2024140,Cineplex,Events,Banner Print,"Vancouver, British Columbia",2024-08-15,16-Aug-2024,80,$241.74,Delivered
ORD2024141,Walmart,Sports,LED signage,"Brampton, Ontario",2024-08-08,13-Aug-2024,162,491.01,Processing
ORD2024142,FIFA,Events,Fabric Display,"Vancouver, British Columbia",08/02/2024,14-Feb-2024,125,489.36,Processing
ORD2024143,FIFA,Construction,," Winnipeg, Manitoba ",2024-05-15,2024-05-18,76,77.99,Shipped
ORD2024144,Bell,Retail,Lightbox Frame,"Brampton, Ontario",29/07/2024,2024-08-02,180,410.97,Delivered
ORD2024145,Nike,Retail,,"Vancouver, British Columbia",10/03/2024,2024-03-16,70,$130.47,Processing
ORD2024146,Nike,Events,LED Signage,"Toronto, Ontario",2024-09-05,08-Sep-2024,120,190.52,Shipped
ORD2024147,FIFA,Sports,banner print,"Edmonton, Alberta",2024-07-09,2024-07-13,127,244.07,Delivered
ORD2024148,Cineplex,Hospitality,,"Edmonton, Alberta",2024-08-13,2024-08-19,30,289.16,Shipped
ORD2024149,FIFA,Sports,Fabric Display,"Mississauga, Ontario",15/01/2024,2024-01-18,180,$226.45,Shipped
ORD2024150,Walmart,Sports,Banner Print," Winnipeg, Manitoba ",03/07/2024,08-Jul-2024,1,$31.21,Delivered
ORD2024151,Bell,Events,LED Signage,"Montreal, Quebec",23/09/2024,2024-09-27,70,61.37,Processing
ORD2024152,FIFA,Retail,LED signage,"Quebec City, Quebec",30/07/2024,01-Aug-2024,106,$325.28,Processing
ORD2024153,Nike,Events,Lightbox Frame,"Mississauga, Ontario",19/09/2024,2024-09-20,148,$317.75,Processing
ORD2024154,FIFA,Hospitality,Lightbox Frame,"Quebec City, Quebec",2024-12-02,03-Dec-2024,179,$243.42,Delivered
ORD2024155,Adidas,Retail,,"Toronto, Ontario",06/05/2024,12-May-2024,159,168.8,Shipped
ORD2024156,Walmart,Sports,,"Edmonton, Alberta",2024-04-10,2024-04-15,39,158.13,Delivered
ORD2024157,Walmart,Events,Banner Print,"Calgary, Alberta",31/08/2024,05-Sep-2024,154,185.69,Delivered
ORD2024158,Adidas,Events,LED Signage,"Toronto, Ontario",03/06/2024,09-Jun-2024,19,$398.29,Delivered
ORD2024159,Bell,Construction,Banner Print,"Toronto, Ontario",2024-03-15,18-Mar-2024,185,347.03,Shipped
ORD2024160,Adidas,Events,LED signage,"Halifax, Nova Scotia",2024-10-18,22-Oct-2024,75,363.94,Processing
ORD2024161,Nike,Sports,Fabric Display,"Halifax, Nova Scotia",20/01/2024,23-Jan-2024,44,276.34,Delivered
ORD2024162,Adidas,Construction,Lightbox Frame,"Vancouver, British Columbia",2024-12-17,21-Dec-2024,93,427.96,Processing
ORD2024163,Bell,Events,Fabric Display,"Halifax, Nova Scotia",2024-09-05,06-Sep-2024,134,$304.43,Processing
ORD2024164,Adidas,Events,banner print,"Edmonton, Alberta",2024-01-27,29-Jan-2024,189,389.23,Processing
ORD2024165,Cineplex,Retail,LED Signage,"Vancouver, British Columbia",11/04/2024,13-Apr-2024,13,$475.22,Shipped
ORD2024166,Rogers,Retail,Acrylic Panel," Winnipeg, Manitoba ",2024-03-27,29-Mar-2024,40,373.68,Shipped
ORD2024167,FIFA,Construction,Acrylic Panel," Winnipeg, Manitoba ",2024-09-18,19-Sep-2024,188,$375.39,Delivered
ORD2024168,Walmart,Construction,Lightbox Frame,"Mississauga, Ontario",29/06/2024,30-Jun-2024,63,439.08,Delivered
ORD2024169,Lululemon,Hospitality,Fabric Display,"Brampton, Ontario",2024-02-29,01-Mar-2024,189,452.05,Processing
ORD2024170,FIFA,Events,Lightbox Frame,"Montreal, Quebec",15/05/2024,2024-05-21,78,173.33,Processing
ORD2024171,Cineplex,Retail,,"Quebec City, Quebec",30/05/2024,05-Jun-2024,41,261.03,Shipped
ORD2024172,Cineplex,Events,," Winnipeg, Manitoba ",16/05/2024,2024-05-19,65,$360.14,Delivered
ORD2024173,Walmart,Events,Fabric Display,"Calgary, Alberta",2024-12-02,2024-12-06,187,150.36,Delivered
ORD2024174,Adidas,Retail,Banner Print,"Surrey, British Columbia",2024-07-21,2024-07-24,11,$170.67,Processing
ORD2024175,Bell,Hospitality,Lightbox Frame,"Quebec City, Quebec",03/11/2024,07-Nov-2024,128,36.42,Delivered
ORD2024176,FIFA,Events,Fabric Display,"Edmonton, Alberta",2024-01-18,2024-01-20,92,276.93,Shipped
ORD2024177,Bell,Events,Acrylic Panel,"Edmonton, Alberta",04/11/2024,2024-11-08,141,215.67,Shipped
ORD2024178,Cineplex,Sports,Lightbox Frame,"Toronto, Ontario",2024-08-04,2024-08-05,2,137.74,Delivered
ORD2024179,Bell,Hospitality,LED Signage,"Toronto, Ontario",25/04/2024,2024-05-01,115,$252.35,Processing
ORD2024180,Cineplex,Construction,LED signage,"Mississauga, Ontario",2024-07-18,2024-07-20,133,146.23,Shipped
ORD2024181,FIFA,Construction,Banner Print,"Toronto, Ontario",02/01/2024,03-Jan-2024,90,$199.77,Shipped
ORD2024182,Lululemon,Retail,banner print,"Surrey, British Columbia",03/01/2024,2024-01-08,24,17.11,Shipped
ORD2024183,Walmart,Retail,Lightbox Frame,"Vancouver, British Columbia",15/09/2024,2024-09-17,38,$72.64,Processing
ORD2024184,FIFA,Sports,Acrylic Panel,"Quebec City, Quebec",2024-01-03,2024-01-04,198,$450.56,Shipped
ORD2024185,FIFA,Events,Fabric Display,"Brampton, Ontario",04/08/2024,2024-08-07,51,$445.41,Shipped
ORD2024186,FIFA,Events,LED signage,"Halifax, Nova Scotia",05/08/2024,2024-08-06,108,123.85,Shipped
ORD2024187,FIFA,Retail,LED Signage,"Mississauga, Ontario",30/07/2024,03-Aug-2024,124,299.19,Processing
ORD2024188,Rogers,Retail,Lightbox Frame,"Edmonton, Alberta",2024-07-31,05-Aug-2024,22,124.37,Shipped
ORD2024189,Lululemon,Retail,,"Toronto, Ontario",2024-03-28,2024-03-30,199,$286.25,Shipped
ORD2024190,Adidas,Hospitality,Acrylic Panel,"Calgary, Alberta",2024-04-11,2024-04-15,138,$349.0,Shipped
ORD2024191,Bell,Retail,Fabric Display,"Halifax, Nova Scotia",2024-02-10,2024-02-11,74,271.74,Processing
ORD2024192,Adidas,Hospitality,,"Edmonton, Alberta",2024-01-24,26-Jan-2024,67,$260.62,Processing
ORD2024193,Lululemon,Construction,LED signage,"Edmonton, Alberta",30/01/2024,2024-02-02,105,240.32,Delivered
ORD2024194,Bell,Hospitality,LED signage,"Quebec City, Quebec",2024-10-03,08-Oct-2024,184,139.12,Delivered
ORD2024195,Cineplex,Hospitality,LED Signage,"Brampton, Ontario",04/11/2024,10-Nov-2024,151,$25.16,Processing
ORD2024196,FIFA,Sports,Acrylic Panel,"Toronto, Ontario",2024-12-01,2024-12-07,167,$371.9,Processing
ORD2024197,Nike,Events,LED signage,"Calgary, Alberta",2024-06-26,30-Jun-2024,178,$43.3,Processing
ORD2024198,FIFA,Hospitality,Lightbox Frame," Winnipeg, Manitoba ",29/02/2024,2024-03-01,183,$468.69,Processing
ORD2024199,FIFA,Retail,LED signage,"Montreal, Quebec",06/07/2024,11-Jul-2024,48,301.46,Shipped
ORD2024200,Walmart,Retail,Banner Print,"Mississauga, Ontario",22/05/2024,2024-05-25,126,$253.36,Processing
ORD2024201,Rogers,Events,LED Signage,"Mississauga, Ontario",10/07/2024,15-Jul-2024,76,303.47,Processing
ORD2024202,Nike,Events,Fabric Display," Winnipeg, Manitoba ",08/07/2024,11-Jul-2024,143,403.44,Delivered
ORD2024203,Bell,Construction,Banner Print,"Calgary, Alberta",2024-03-31,05-Apr-2024,107,116.82,Shipped
ORD2024204,Adidas,Hospitality,Acrylic Panel,"Toronto, Ontario",10/08/2024,2024-08-15,187,336.72,Shipped
ORD2024205,Walmart,Construction,LED signage,"Surrey, British Columbia",2024-03-30,05-Apr-2024,14,$169.8,Shipped
ORD2024206,Nike,Construction,Lightbox Frame,"Calgary, Alberta",09/03/2024,15-Mar-2024,134,248.36,Processing
ORD2024207,Nike,Sports,Fabric Display,"Edmonton, Alberta",09/05/2024,2024-05-14,130,$144.0,Processing
ORD2024208,Adidas,Hospitality,banner print,"Quebec City, Quebec",2024-02-15,2024-02-21,55,$125.15,Delivered
ORD2024209,Bell,Construction,Banner Print,"Montreal, Quebec",2024-07-28,2024-07-29,137,79.94,Processing
ORD2024210,Bell,Hospitality,LED signage,"Quebec City, Quebec",2024-04-05,10-Apr-2024,189,$154.85,Delivered
ORD2024211,Bell,Events,LED signage,"Toronto, Ontario",2024-10-02,2024-10-08,81,$126.48,Shipped
ORD2024212,Adidas,Events,Lightbox Frame," Winnipeg, Manitoba ",16/02/2024,20-Feb-2024,105,$454.66,Shipped
ORD2024213,Nike,Retail,banner print,"Montreal, Quebec",07/03/2024,2024-03-12,162,$348.01,Shipped
ORD2024214,Walmart,Sports,Acrylic Panel,"Surrey, British Columbia",2024-07-25,27-Jul-2024,74,$272.53,Delivered
ORD2024215,Lululemon,Sports,LED signage,"Brampton, Ontario",2024-07-21,22-Jul-2024,160,256.37,Processing
ORD2024216,Adidas,Retail,LED Signage,"Brampton, Ontario",2024-11-12,14-Nov-2024,106,271.68,Shipped
ORD2024217,Lululemon,Events,Lightbox Frame,"Edmonton, Alberta",2024-12-23,2024-12-25,58,99.25,Processing
ORD2024218,Lululemon,Retail,Lightbox Frame,"Vancouver, British Columbia",2024-05-27,2024-05-31,166,$112.45,Processing
ORD2024219,Nike,Sports,LED Signage,"Montreal, Quebec",2024-10-01,2024-10-07,184,235.92,Processing
ORD2024220,Cineplex,Sports,Fabric Display," Winnipeg, Manitoba ",2024-08-31,01-Sep-2024,15,$141.63,Shipped
ORD2024221,Walmart,Construction,banner print,"Brampton, Ontario",2024-08-05,2024-08-11,190,193.15,Shipped
ORD2024222,Lululemon,Hospitality,LED signage,"Halifax, Nova Scotia",23/12/2024,28-Dec-2024,38,$52.85,Delivered
ORD2024223,FIFA,Sports,Banner Print,"Toronto, Ontario",13/11/2024,2024-11-16,130,218.81,Delivered
ORD2024224,Rogers,Retail,Lightbox Frame,"Surrey, British Columbia",2024-12-16,19-Dec-2024,96,114.61,Processing
ORD2024225,Bell,Sports,LED signage,"Vancouver, British Columbia",05/04/2024,2024-04-11,195,360.98,Delivered
ORD2024226,Walmart,Construction,Fabric Display,"Vancouver, British Columbia",22/02/2024,26-Feb-2024,67,487.65,Delivered
ORD2024227,Bell,Retail,LED signage,"Toronto, Ontario",24/04/2024,2024-04-27,57,$258.13,Processing
ORD2024228,Bell,Construction,LED Signage,"Quebec City, Quebec",20/03/2024,23-Mar-2024,145,$354.62,Delivered
ORD2024229,Nike,Sports,LED signage,"Edmonton, Alberta",2024-05-31,2024-06-06,164,$248.78,Processing
ORD2024230,Walmart,Construction,Fabric Display," Winnipeg, Manitoba ",2024-09-17,23-Sep-2024,42,$421.71,Shipped
ORD2024231,FIFA,Retail,Banner Print,"Montreal, Quebec",2024-06-06,2024-06-07,165,122.99,Delivered
ORD2024232,FIFA,Hospitality,LED Signage,"Edmonton, Alberta",22/01/2024,24-Jan-2024,116,$85.47,Processing
