Order_ID,Customer_Name,Industry,Product,City_Province,Order_Date,Shipping_Date,Units_Sold,Price_per_Unit,Status
ORD202282,Bell,Hospitality,Acrylic Panel,"Surrey, British Columbia",2022-11-21,27-Nov-2022,164,12.94,Shipped
ORD202283,Walmart,Sports,LED Signage,"Surrey, British Columbia",2022-01-20,24-Jan-2022,63,484.49,Delivered
ORD202284,Adidas,Hospitality,banner print,"Edmonton, Alberta",2022-12-11,2022-12-15,107,$79.05,Shipped
ORD202285,Adidas,Construction,banner print,"Vancouver, British Columbia",2022-02-22,25-Feb-2022,114,397.62,Processing
ORD202286,Rogers,Construction,LED Signage,"Quebec City, Quebec",2022-10-12,2022-10-17,136,353.89,Delivered
ORD202287,Lululemon,Hospitality,Acrylic Panel,"Toronto, Ontario",28/08/2022,29-Aug-2022,190,256.04,Shipped
ORD202288,Bell,Construction,banner print,"Brampton, Ontario",2022-07-04,2022-07-10,14,471.61,Processing
ORD202289,Adidas,Sports,Banner Print,"Vancouver, British Columbia",2022-12-24,25-Dec-2022,199,$329.58,Delivered
ORD202290,Bell,Sports,banner print,"Edmonton, Alberta",2022-09-17,2022-09-22,133,$336.68,Shipped
ORD202291,FIFA,Sports,,"Surrey, British Columbia",13/04/2022,2022-04-18,180,$440.1,Shipped
ORD202292,Lululemon,Construction,Fabric Display,"Mississauga, Ontario",12/06/2022,2022-06-16,82,12.15,Processing
ORD202293,Bell,Hospitality,Banner Print,"Surrey, British Columbia",31/01/2022,2022-02-06,152,213.57,Processing
ORD202294,Nike,Hospitality,Fabric Display,"Edmonton, Alberta",2022-09-26,2022-09-30,184,248.59,Shipped
ORD202295,Lululemon,Retail,LED signage,"Mississauga, Ontario",2022-04-11,17-Apr-2022,164,420.92,Delivered
ORD202296,Nike,Events,banner print,"Montreal, Quebec",25/09/2022,26-Sep-2022,4,334.25,Shipped
ORD202297,Cineplex,Construction,Lightbox Frame,"Montreal, Quebec",13/11/2022,2022-11-16,87,$446.73,Delivered
ORD202298,Cineplex,Retail,LED Signage,"Halifax, Nova Scotia",19/04/2022,2022-04-24,180,$149.34,Shipped
ORD202299,FIFA,Sports,Fabric Display,"Brampton, Ontario",2022-01-18,22-Jan-2022,111,$193.71,Delivered
ORD2022100,Bell,Construction,LED signage,"Surrey, British Columbia",23/01/2022,2022-01-27,13,$151.26,Processing
ORD2022101,FIFA,Sports,,"Edmonton, Alberta",2022-04-19,21-Apr-2022,99,350.53,Processing
ORD2022102,FIFA,Events,Fabric Display,"Halifax, Nova Scotia",14/09/2022,19-Sep-2022,142,343.75,Shipped
ORD2022103,Rogers,Construction,Lightbox Frame,"Vancouver, British Columbia",2022-01-06,10-Jan-2022,179,341.32,Processing
ORD2022104,Nike,Sports,LED Signage,"Montreal, Quebec",20/12/2022,26-Dec-2022,125,$482.52,Shipped
ORD2022105,Lululemon,Retail,Acrylic Panel,"Halifax, Nova Scotia",2022-08-24,2022-08-26,71,306.43,Processing
ORD2022106,FIFA,Events,Lightbox Frame,"Mississauga, Ontario",30/01/2022,2022-01-31,200,$112.74,Delivered
ORD2022107,Bell,Events,Banner Print,"Vancouver, British Columbia",2022-07-12,15-Jul-2022,128,492.66,Shipped
ORD2022108,Nike,Construction,LED signage,"Edmonton, Alberta",20/08/2022,2022-08-26,186,$398.3,Processing
ORD2022109,Rogers,Hospitality,banner print,"Edmonton, Alberta",17/09/2022,2022-09-18,55,$21.56,Shipped
ORD2022110,FIFA,Sports,Banner Print,"Brampton, Ontario",2022-01-10,12-Jan-2022,84,$319.68,Processing
ORD2022111,Cineplex,Sports,,"Mississauga, Ontario",24/12/2022,30-Dec-2022,110,$27.76,Delivered
ORD2022112,Lululemon,Construction,Fabric Display,"Toronto, Ontario",24/11/2022,29-Nov-2022,135,381.19,Processing
ORD2022113,Cineplex,Sports,LED Signage,"Edmonton, Alberta",10/07/2022,14-Jul-2022,60,$243.09,Processing
ORD2022114,FIFA,Hospitality,,"Calgary, Alberta",2022-12-20,25-Dec-2022,84,$419.24,Shipped
ORD2022115,Walmart,Hospitality,Banner Print,"Mississauga, Ontario",2022-09-30,01-Oct-2022,196,$96.32,Delivered
ORD2022116,Nike,Hospitality,Banner Print,"Montreal, Quebec",15/05/2022,2022-05-16,137,374.8,Processing
ORD2022117,FIFA,Retail,LED signage,"Surrey, British Columbia",17/12/2022,2022-12-18,28,38.98,Delivered
ORD2022118,Cineplex,Sports,banner print,"Halifax, Nova Scotia",14/09/2022,2022-09-15,179,$407.47,Processing
ORD2022119,Walmart,Construction,banner print,"Brampton, Ontario",2022-04-10,2022-04-14,195,403.1,Shipped
ORD2022120,Bell,Sports,LED Signage,"Surrey, British Columbia",12/09/2022,17-Sep-2022,175,$219.85,Shipped
ORD2022121,Cineplex,Hospitality,Banner Print,"Toronto, Ontario",13/04/2022,14-Apr-2022,128,$187.7,Delivered
ORD2022122,Adidas,Hospitality,LED signage,"Halifax, Nova Scotia",06/11/2022,2022-11-10,28,$206.48,Processing
ORD2022123,FIFA,Hospitality,Lightbox Frame," Winnipeg, Manitoba ",2022-12-14,16-Dec-2022,136,$241.93,Shipped
ORD2022124,Lululemon,Hospitality,LED signage,"Mississauga, Ontario",26/06/2022,02-Jul-2022,45,485.24,Shipped
ORD2022125,Walmart,Events,Acrylic Panel," Winnipeg, Manitoba ",24/04/2022,2022-04-26,179,$217.79,Shipped
ORD2022126,Rogers,Events,Acrylic Panel,"Toronto, Ontario",2022-12-18,21-Dec-2022,104,$477.86,Shipped
ORD2022127,Cineplex,Sports,Acrylic Panel,"Surrey, British Columbia",04/06/2022,2022-06-09,102,$281.08,Shipped
ORD2022128,Bell,Events,banner print,"Calgary, Alberta",31/05/2022,06-Jun-2022,56,$93.01,Processing
ORD2022129,Bell,Construction,LED Signage,"Brampton, Ontario",23/04/2022,2022-04-26,152,269.63,Processing
ORD2022130,Cineplex,Hospitality,Banner Print,"Calgary, Alberta",20/11/2022,21-Nov-2022,175,$246.6,Processing
ORD2022131,Cineplex,Hospitality,Fabric Display,"Vancouver, British Columbia",2022-01-25,31-Jan-2022,64,$407.48,Delivered
ORD2022132,Bell,Retail,Fabric Display,"Toronto, Ontario",2022-08-05,2022-08-07,74,272.52,Processing
ORD2022133,Cineplex,Hospitality,Lightbox Frame,"Toronto, Ontario",2022-07-17,20-Jul-2022,82,$186.2,Delivered
ORD2022134,Nike,Sports,LED signage,"Calgary, Alberta",15/02/2022,2022-02-20,178,$490.76,Delivered
ORD2022135,Adidas,Construction,Fabric Display,"Vancouver, British Columbia",18/11/2022,22-Nov-2022,158,132.29,Processing
ORD2022136,Lululemon,Retail,banner print,"Toronto, Ontario",2022-10-14,2022-10-19,144,182.48,Processing
ORD2022137,Adidas,Hospitality,Banner Print,"Brampton, Ontario",2022-04-29,05-May-2022,173,148.57,Delivered
ORD2022138,Walmart,Hospitality,,"Toronto, Ontario",14/07/2022,20-Jul-2022,55,$25.67,Processing
ORD2022139,Walmart,Sports,Lightbox Frame,"Calgary, Alberta",2022-05-15,17-May-2022,100,133.43,Delivered
ORD2022140,Lululemon,Retail,LED signage," Winnipeg, Manitoba ",2022-05-26,28-May-2022,62,$23.92,Processing
ORD2022141,FIFA,Hospitality,LED Signage,"Montreal, Quebec",2022-04-07,10-Apr-2022,81,$61.52,Processing
ORD2022142,Nike,Events,banner print,"Quebec City, Quebec",2022-09-24,2022-09-28,186,$48.34,Shipped
ORD2022143,Lululemon,Sports,Fabric Display,"Brampton, Ontario",15/09/2022,2022-09-21,80,$36.58,Delivered
ORD2022144,Nike,Retail,LED signage,"Mississauga, Ontario",04/11/2022,08-Nov-2022,30,$159.51,Delivered
ORD2022145,Lululemon,Retail,Lightbox Frame,"Toronto, Ontario",27/11/2022,29-Nov-2022,18,251.39,Delivered
ORD2022146,Adidas,Hospitality,LED signage,"Surrey, British Columbia",2022-10-15,21-Oct-2022,198,125.69,Shipped
ORD2022147,Rogers,Construction,Banner Print," Winnipeg, Manitoba ",2022-08-11,16-Aug-2022,22,307.36,Delivered
ORD2022148,Adidas,Retail,LED signage,"Halifax, Nova Scotia",30/07/2022,31-Jul-2022,9,$457.35,Delivered
ORD2022149,Nike,Hospitality,Fabric Display,"Halifax, Nova Scotia",2022-11-09,2022-11-10,194,$154.25,Processing
ORD2022150,Adidas,Events,Banner Print,"Calgary, Alberta",2022-09-21,2022-09-22,13,120.99,Processing
ORD2022151,Adidas,Hospitality,Acrylic Panel,"Mississauga, Ontario",27/08/2022,2022-08-30,169,409.75,Delivered
ORD2022152,Cineplex,Retail,Fabric Display,"Surrey, British Columbia",25/03/2022,28-Mar-2022,83,$265.91,Delivered
ORD2022153,Rogers,Construction,banner print,"Halifax, Nova Scotia",01/10/2022,07-Oct-2022,13,$247.88,Delivered
ORD2022154,Rogers,Construction,," Winnipeg, Manitoba ",13/12/2022,2022-12-15,73,$170.08,Delivered
ORD2022155,Nike,Hospitality,," Winnipeg, Manitoba ",29/07/2022,2022-08-04,66,$307.51,Delivered
ORD2022156,Walmart,Sports,Acrylic Panel,"Calgary, Alberta",25/10/2022,30-Oct-2022,128,430.05,Delivered
ORD2022157,Cineplex,Sports,Lightbox Frame,"Mississauga, Ontario",10/07/2022,2022-07-11,39,84.74,Delivered
ORD2022158,Rogers,Sports,LED signage,"Calgary, Alberta",2022-10-15,2022-10-20,166,$361.41,Delivered
ORD2022159,Rogers,Events,LED signage,"Montreal, Quebec",2022-08-16,2022-08-21,22,$446.37,Delivered
ORD2022160,Rogers,Events,LED signage,"Mississauga, Ontario",2022-10-14,19-Oct-2022,87,$37.72,Delivered
ORD2022161,FIFA,Sports,Acrylic Panel,"Surrey, British Columbia",31/12/2022,04-Jan-2023,33,180.53,Delivered
ORD2022162,FIFA,Hospitality,,"Mississauga, Ontario",14/08/2022,2022-08-19,33,$349.15,Delivered
ORD2022163,FIFA,Construction,,"Edmonton, Alberta",05/10/2022,07-Oct-2022,119,273.58,Processing
ORD2022164,Cineplex,Hospitality,Banner Print,"Brampton, Ontario",2022-05-26,31-May-2022,148,$96.6,Shipped
ORD2022165,Nike,Construction,LED signage,"Calgary, Alberta",25/12/2022,31-Dec-2022,199,354.67,Shipped
ORD2022166,Walmart,Hospitality,Lightbox Frame,"Montreal, Quebec",25/11/2022,2022-11-26,83,352.98,Processing
ORD2022167,Bell,Sports,Banner Print,"Halifax, Nova Scotia",2022-03-26,29-Mar-2022,139,181.88,Shipped
ORD2022168,Nike,Hospitality,Acrylic Panel,"Brampton, Ontario",2022-06-02,2022-06-05,155,$21.67,Delivered
ORD2022169,Adidas,Retail,banner print,"Brampton, Ontario",20/03/2022,2022-03-26,131,297.91,Processing
ORD2022170,Bell,Sports,LED Signage,"Quebec City, Quebec",2022-06-26,02-Jul-2022,71,181.07,Shipped
ORD2022171,Lululemon,Events,LED signage," Winnipeg, Manitoba ",2022-12-03,04-Dec-2022,120,380.2,Processing
ORD2022172,Walmart,Construction,Lightbox Frame," Winnipeg, Manitoba ",23/02/2022,01-Mar-2022,136,$385.09,Delivered
ORD2022173,Rogers,Construction,Fabric Display,"Toronto, Ontario",2022-08-31,01-Sep-2022,54,$199.31,Processing
ORD2022174,Rogers,Retail,,"Edmonton, Alberta",01/11/2022,2022-11-06,171,$233.51,Processing
ORD2022175,Cineplex,Construction,banner print,"Calgary, Alberta",2022-06-25,26-Jun-2022,4,$111.5,Delivered
ORD2022176,FIFA,Events,Lightbox Frame,"Toronto, Ontario",2022-01-28,03-Feb-2022,33,485.41,Processing
ORD2022177,Bell,Sports,Banner Print,"Quebec City, Quebec",09/04/2022,12-Apr-2022,4,$336.63,Processing
ORD2022178,Rogers,Hospitality,Fabric Display,"Vancouver, British Columbia",04/11/2022,2022-11-05,12,$431.6,Shipped
ORD2022179,Nike,Retail,Acrylic Panel,"Surrey, British Columbia",10/01/2022,12-Jan-2022,170,400.21,Delivered
ORD2022180,Bell,Events,Fabric Display,"Surrey, British Columbia",30/03/2022,31-Mar-2022,89,$83.21,Shipped
ORD2022181,Rogers,Retail,LED signage,"Vancouver, British Columbia",09/12/2022,2022-12-15,42,158.05,Processing
ORD2022182,Cineplex,Construction,Acrylic Panel,"Quebec City, Quebec",2022-05-28,2022-06-02,194,127.87,Delivered
ORD2022183,Nike,Events,Banner Print,"Vancouver, British Columbia",19/02/2022,2022-02-23,9,$369.97,Processing
ORD2022184,FIFA,Construction,LED signage,"Surrey, British Columbia",28/02/2022,03-Mar-2022,200,$25.46,Processing
ORD2022185,Nike,Retail,Lightbox Frame,"Mississauga, Ontario",2022-11-06,07-Nov-2022,139,103.64,Processing
ORD2022186,Adidas,Hospitality,Banner Print,"Edmonton, Alberta",25/06/2022,01-Jul-2022,3,$420.21,Delivered
ORD2022187,Cineplex,Construction,LED Signage,"Quebec City, Quebec",22/11/2022,2022-11-24,48,107.61,Processing
ORD2022188,Walmart,Retail,banner print,"Montreal, Quebec",28/06/2022,03-Jul-2022,126,253.73,Delivered
ORD2022189,Walmart,Sports,Fabric Display,"Montreal, Quebec",2022-12-29,02-Jan-2023,148,102.34,Delivered
ORD2022190,Bell,Events,LED Signage,"Edmonton, Alberta",27/03/2022,28-Mar-2022,58,$490.6,Shipped
ORD2022191,Rogers,Events,Acrylic Panel,"Brampton, Ontario",2022-07-14,2022-07-18,129,266.36,Processing
ORD2022192,Lululemon,Sports,Banner Print,"Vancouver, British Columbia",2022-07-11,12-Jul-2022,72,$311.65,Shipped
ORD2022193,Cineplex,Sports,Acrylic Panel,"Toronto, Ontario",2022-11-29,30-Nov-2022,160,$67.56,Delivered
ORD2022194,Bell,Hospitality,Fabric Display,"Toronto, Ontario",2022-03-15,16-Mar-2022,134,$381.47,Shipped
ORD2022195,Nike,Sports,banner print,"Brampton, Ontario",2022-06-25,2022-06-30,81,392.22,Shipped
ORD2022196,FIFA,Construction,LED signage,"Toronto, Ontario",2022-12-17,2022-12-20,20,312.66,Delivered
ORD2022197,Adidas,Retail,,"Edmonton, Alberta",14/12/2022,20-Dec-2022,52,190.92,Processing
ORD2022198,Cineplex,Construction,Fabric Display,"Montreal, Quebec",2022-11-20,22-Nov-2022,47,420.31,Delivered
ORD2022199,Walmart,Events,,"Toronto, Ontario",20/08/2022,2022-08-23,78,$362.33,Shipped
ORD2022200,Adidas,Hospitality,banner print,"Vancouver, British Columbia",02/03/2022,2022-03-07,104,215.24,Shipped
ORD2022201,Lululemon,Construction,Lightbox Frame,"Vancouver, British Columbia",24/03/2022,25-Mar-2022,188,$370.56,Delivered
ORD2022202,Bell,Sports,Fabric Display,"Edmonton, Alberta",17/08/2022,22-Aug-2022,114,$275.21,Processing
ORD2022203,Adidas,Construction,LED signage,"Calgary, Alberta",14/08/2022,20-Aug-2022,10,$328.3,Processing
ORD2022204,Adidas,Sports,LED signage,"Brampton, Ontario",06/10/2022,07-Oct-2022,142,437.14,Delivered
ORD2022205,Walmart,Events,Acrylic Panel,"Quebec City, Quebec",2022-01-15,21-Jan-2022,24,223.43,Delivered
ORD2022206,Cineplex,Construction,Acrylic Panel,"Halifax, Nova Scotia",20/05/2022,2022-05-25,97,$442.97,Processing
ORD2022207,Cineplex,Events,banner print,"Surrey, British Columbia",18/11/2022,2022-11-24,147,$26.04,Delivered
ORD2022208,Walmart,Retail,Fabric Display,"Edmonton, Alberta",05/12/2022,2022-12-07,44,$313.71,Delivered
ORD2022209,FIFA,Construction,Acrylic Panel,"Halifax, Nova Scotia",06/04/2022,09-Apr-2022,98,$21.1,Processing
ORD2022210,Adidas,Events,LED Signage,"Halifax, Nova Scotia",06/06/2022,2022-06-12,200,343.49,Delivered
ORD2022211,Bell,Sports,LED signage,"Mississauga, Ontario",2022-06-26,02-Jul-2022,134,$192.67,Shipped
ORD2022212,Adidas,Sports,LED signage,"Halifax, Nova Scotia",07/10/2022,2022-10-11,185,$302.66,Delivered
ORD2022213,Cineplex,Events,Banner Print,"Mississauga, Ontario",2022-06-23,24-Jun-2022,103,324.38,Shipped
ORD2022214,FIFA,Sports,Fabric Display,"Edmonton, Alberta",01/03/2022,03-Mar-2022,45,$71.2,Shipped
ORD2022215,Rogers,Sports,banner print,"Montreal, Quebec",2022-07-21,22-Jul-2022,143,240.45,Delivered
ORD2022216,Cineplex,Construction,Banner Print," Winnipeg, Manitoba ",2022-05-25,27-May-2022,75,$428.91,Processing
ORD2022217,Rogers,Sports,Lightbox Frame,"Quebec City, Quebec",11/05/2022,2022-05-14,32,$478.91,Processing
ORD2022218,Walmart,Retail,,"Toronto, Ontario",07/08/2022,2022-08-12,9,$351.37,Delivered
ORD2022219,Bell,Construction,banner print,"Montreal, Quebec",01/12/2022,2022-12-05,98,264.44,Processing
ORD2022220,Nike,Construction,Fabric Display,"Edmonton, Alberta",05/02/2022,2022-02-09,138,28.96,Shipped
ORD2022221,Lululemon,Retail,LED Signage,"Calgary, Alberta",2022-07-11,16-Jul-2022,84,$321.85,Delivered
ORD2022222,FIFA,Construction,Fabric Display,"Edmonton, Alberta",16/09/2022,22-Sep-2022,123,413.48,Delivered
ORD2022223,Cineplex,Events,,"Edmonton, Alberta",22/10/2022,2022-10-28,33,411.69,Shipped
ORD2022224,Lululemon,Construction,," Winnipeg, Manitoba ",2022-02-22,23-Feb-2022,45,$397.86,Processing
ORD2022225,Nike,Hospitality,LED signage,"Mississauga, Ontario",07/10/2022,09-Oct-2022,109,$317.9,Processing
ORD2022226,FIFA,Sports,,"Brampton, Ontario",2022-06-03,07-Jun-2022,103,$472.24,Delivered
ORD2022227,Adidas,Sports,Banner Print,"Calgary, Alberta",2022-03-17,23-Mar-2022,182,299.65,Delivered
ORD2022228,Walmart,Construction,Fabric Display,"Edmonton, Alberta",11/08/2022,13-Aug-2022,78,177.33,Processing
ORD2022229,Bell,Events,LED signage,"Vancouver, British Columbia",2022-01-30,31-Jan-2022,67,62.09,Shipped
ORD2022230,Rogers,Retail,banner print," Winnipeg, Manitoba ",2022-04-08,2022-04-09,26,470.85,Shipped
