Order_ID,Customer_Name,Industry,Product,City_Province,Order_Date,Shipping_Date,Units_Sold,Price_per_Unit,Status
ORD202539,FIFA,Hospitality,LED Signage,"Halifax, Nova Scotia",2025-04-27,29-Apr-2025,123,$128.14,Shipped
ORD202540,Walmart,Retail,LED signage,"Montreal, Quebec",2025-10-18,2025-10-19,161,161.37,Processing
ORD202541,Cineplex,Hospitality,LED Signage,"Mississauga, Ontario",2025-05-29,2025-06-04,153,$173.86,Delivered
ORD202542,Bell,Construction,Lightbox Frame,"Toronto, Ontario",09/11/2025,11-Nov-2025,163,$421.56,Delivered
ORD202543,FIFA,Events,Banner Print,"Edmonton, Alberta",2025-08-29,2025-09-02,131,350.08,Delivered
ORD202544,Rogers,Retail,Banner Print,"Montreal, Quebec",25/04/2025,01-May-2025,51,$32.67,Delivered
ORD202545,Rogers,Hospitality,Banner Print,"Calgary, Alberta",18/05/2025,2025-05-23,194,$196.71,Shipped
ORD202546,Rogers,Sports,Fabric Display,"Toronto, Ontario",2025-06-06,10-Jun-2025,50,$243.19,Processing
ORD202547,Bell,Retail,,"Calgary, Alberta",2025-05-18,2025-05-19,63,36.34,Shipped
ORD202548,FIFA,Retail,Lightbox Frame,"Mississauga, Ontario",11/09/2025,2025-09-14,79,$456.71,Delivered
ORD202549,Lululemon,Hospitality,Banner Print,"Quebec City, Quebec",18/08/2025,2025-08-23,170,$479.9,Delivered
ORD202550,Rogers,Hospitality,Lightbox Frame,"Halifax, Nova Scotia",2025-03-18,2025-03-20,36,$27.44,Processing
ORD202551,Adidas,Sports,Banner Print,"Halifax, Nova Scotia",04/05/2025,2025-05-09,182,$304.78,Shipped
ORD202552,Bell,Construction,Acrylic Panel,"Surrey, British Columbia",08/07/2025,14-Jul-2025,159,$172.32,Shipped
ORD202553,Cineplex,Hospitality,banner print,"Calgary, Alberta",2025-12-14,2025-12-20,179,472.19,Delivered
ORD202554,Lululemon,Sports,Banner Print,"Toronto, Ontario",10/11/2025,15-Nov-2025,6,237.01,Delivered
ORD202555,Adidas,Sports,,"Mississauga, Ontario",26/12/2025,2025-12-31,23,345.7,Processing
ORD202556,Lululemon,Retail,LED Signage,"Toronto, Ontario",15/02/2025,2025-02-20,3,475.3,Delivered
ORD202557,FIFA,Construction,LED signage,"Montreal, Quebec",2025-06-25,29-Jun-2025,134,498.1,Shipped
ORD202558,Cineplex,Hospitality,,"Calgary, Alberta",2025-04-12,14-Apr-2025,161,18.0,Processing
ORD202559,FIFA,Retail,Acrylic Panel,"Calgary, Alberta",2025-04-29,30-Apr-2025,74,$299.86,Delivered
ORD202560,Rogers,Events,," Winnipeg, Manitoba ",2025-12-21,26-Dec-2025,140,$79.13,Delivered
ORD202561,Bell,Events,LED signage,"Montreal, Quebec",25/12/2025,28-Dec-2025,199,98.84,Shipped
ORD202562,Rogers,Hospitality,Acrylic Panel,"Toronto, Ontario",2025-02-14,19-Feb-2025,23,425.31,Shipped
ORD202563,Rogers,Retail,Fabric Display,"Brampton, Ontario",2025-03-15,16-Mar-2025,31,187.62,Delivered
ORD202564,Walmart,Construction,,"Quebec City, Quebec",2025-07-31,02-Aug-2025,51,$19.04,Processing
ORD202565,Bell,Events,LED signage,"Vancouver, British Columbia",2025-03-07,2025-03-11,99,$21.47,Shipped
ORD202566,Lululemon,Sports,Fabric Display,"Halifax, Nova Scotia",01/08/2025,06-Aug-2025,87,154.26,Shipped
ORD202567,Walmart,Hospitality,Acrylic Panel," Winnipeg, Manitoba ",05/03/2025,2025-03-10,62,$367.87,Shipped
ORD202568,Walmart,Construction,Lightbox Frame,"Halifax, Nova Scotia",2025-11-21,2025-11-24,120,359.99,Processing
ORD202569,FIFA,Retail,LED signage,"Halifax, Nova Scotia",15/07/2025,18-Jul-2025,192,$408.82,Delivered
ORD202570,Rogers,Hospitality,banner print,"Calgary, Alberta",2025-05-15,20-May-2025,113,$451.96,Shipped
ORD202571,Nike,Retail,Acrylic Panel,"Edmonton, Alberta",29/01/2025,30-Jan-2025,90,$430.83,Delivered
ORD202572,FIFA,Hospitality,Acrylic Panel,"Toronto, Ontario",29/06/2025,2025-07-04,35,429.29,Processing
ORD202573,Walmart,Hospitality,Banner Print,"Halifax, Nova Scotia",2025-12-07,10-Dec-2025,57,$256.43,Shipped
ORD202574,Cineplex,Hospitality,Banner Print,"Edmonton, Alberta",23/03/2025,26-Mar-2025,181,81.52,Shipped
ORD202575,Bell,Events,Lightbox Frame,"Halifax, Nova Scotia",06/07/2025,2025-07-10,92,287.33,Delivered
ORD202576,Nike,Retail,LED signage,"Surrey, British Columbia",04/09/2025,10-Sep-2025,140,237.97,Shipped
ORD202577,FIFA,Retail,Banner Print,"Calgary, Alberta",05/01/2025,2025-01-11,66,$109.21,Shipped
ORD202578,Bell,Events,Banner Print,"Toronto, Ontario",2025-08-05,2025-08-08,48,362.91,Shipped
ORD202579,Bell,Sports,Fabric Display,"Halifax, Nova Scotia",2025-08-25,31-Aug-2025,117,$16.79,Processing
ORD202580,FIFA,Sports,Lightbox Frame,"Surrey, British Columbia",2025-04-06,11-Apr-2025,164,451.65,Delivered
ORD202581,Walmart,Retail,Acrylic Panel,"Montreal, Quebec",2025-11-01,05-Nov-2025,24,$149.04,Processing
ORD202582,FIFA,Sports,LED signage,"Mississauga, Ontario",20/06/2025,2025-06-24,151,177.56,Processing
ORD202583,Bell,Hospitality,Fabric Display,"Halifax, Nova Scotia",07/08/2025,2025-08-08,117,$220.86,Shipped
ORD202584,Lululemon,Construction,Banner Print," Winnipeg, Manitoba ",22/10/2025,24-Oct-2025,168,172.0,Processing
ORD202585,Nike,Events,LED signage,"Calgary, Alberta",12/09/2025,2025-09-15,36,$103.92,Shipped
ORD202586,Cineplex,Events,LED Signage,"Brampton, Ontario",2025-10-07,2025-10-10,10,200.02,Delivered
ORD202587,Walmart,Construction,Banner Print,"Halifax, Nova Scotia",19/05/2025,24-May-2025,158,$113.29,Delivered
ORD202588,Lululemon,Retail,Fabric Display,"Quebec City, Quebec",06/03/2025,09-Mar-2025,101,$400.1,Shipped
ORD202589,Cineplex,Hospitality,Banner Print,"Montreal, Quebec",2025-07-05,08-Jul-2025,21,$95.33,Processing
ORD202590,Adidas,Retail,LED Signage,"Vancouver, British Columbia",2025-03-11,14-Mar-2025,10,$113.51,Delivered
ORD202591,Walmart,Construction,Lightbox Frame,"Mississauga, Ontario",2025-04-08,13-Apr-2025,35,212.99,Shipped
ORD202592,Rogers,Sports,LED signage,"Halifax, Nova Scotia",2025-03-19,24-Mar-2025,77,$269.06,Processing
ORD202593,Walmart,Hospitality,LED signage,"Surrey, British Columbia",2025-09-30,2025-10-06,174,$112.66,Processing
ORD202594,Rogers,Hospitality,,"Vancouver, British Columbia",2025-02-25,26-Feb-2025,28,$282.36,Processing
ORD202595,FIFA,Hospitality,Banner Print,"Toronto, Ontario",2025-01-05,2025-01-11,24,260.46,Shipped
ORD202596,Nike,Hospitality,Acrylic Panel,"Mississauga, Ontario",02/12/2025,2025-12-06,48,$193.96,Shipped
ORD202597,Walmart,Construction,LED signage,"Montreal, Quebec",2025-09-15,19-Sep-2025,64,$304.69,Delivered
ORD202598,Rogers,Construction,LED signage,"Montreal, Quebec",05/08/2025,07-Aug-2025,102,$338.66,Delivered
ORD202599,Rogers,Retail,LED signage,"Toronto, Ontario",2025-08-03,2025-08-07,168,499.65,Delivered
ORD2025100,Cineplex,Sports,Acrylic Panel,"Halifax, Nova Scotia",2025-01-11,2025-01-16,63,291.59,Shipped
ORD2025101,Lululemon,Events,Banner Print,"Montreal, Quebec",24/05/2025,2025-05-28,87,268.31,Delivered
ORD2025102,Walmart,Construction,Banner Print,"Quebec City, Quebec",2025-02-22,28-Feb-2025,124,292.52,Processing
ORD2025103,Nike,Hospitality,Acrylic Panel,"Surrey, British Columbia",05/03/2025,2025-03-11,136,$331.28,Delivered
ORD2025104,Bell,Sports,banner print,"Quebec City, Quebec",14/07/2025,2025-07-20,75,229.16,Processing
ORD2025105,Nike,Events,LED signage,"Mississauga, Ontario",2025-04-16,2025-04-22,51,$180.11,Delivered
ORD2025106,Cineplex,Sports,Fabric Display,"Montreal, Quebec",28/06/2025,01-Jul-2025,148,223.05,Processing
ORD2025107,Lululemon,Sports,LED Signage,"Halifax, Nova Scotia",2025-03-03,2025-03-06,162,$368.29,Delivered
ORD2025108,Bell,Retail,Fabric Display,"Quebec City, Quebec",30/04/2025,2025-05-02,25,160.59,Shipped
ORD2025109,Adidas,Hospitality,LED signage,"Toronto, Ontario",25/10/2025,2025-10-30,135,$143.08,Processing
ORD2025110,Bell,Retail,Banner Print,"Calgary, Alberta",21/03/2025,2025-03-25,83,$228.55,Processing
ORD2025111,Adidas,Construction,LED signage,"Montreal, Quebec",04/01/2025,2025-01-06,190,228.8,Processing
ORD2025112,Cineplex,Hospitality,,"Vancouver, British Columbia",2025-09-12,2025-09-14,167,156.62,Delivered
ORD2025113,Lululemon,Sports,LED signage,"Toronto, Ontario",02/04/2025,05-Apr-2025,36,$266.55,Processing
ORD2025114,Lululemon,Events,Fabric Display,"Edmonton, Alberta",29/07/2025,04-Aug-2025,53,377.46,Processing
ORD2025115,Rogers,Events,Acrylic Panel,"Quebec City, Quebec",17/12/2025,2025-12-23,101,$369.07,Delivered
ORD2025116,Rogers,Sports,LED Signage,"Brampton, Ontario",2025-04-24,2025-04-27,70,$444.0,Delivered
ORD2025117,Bell,Hospitality,Lightbox Frame,"Surrey, British Columbia",09/08/2025,13-Aug-2025,4,333.9,Processing
ORD2025118,Cineplex,Hospitality,LED signage,"Edmonton, Alberta",20/09/2025,2025-09-23,97,$223.85,Shipped
ORD2025119,Bell,Retail,banner print,"Brampton, Ontario",24/07/2025,30-Jul-2025,76,234.49,Delivered
ORD2025120,Bell,Retail,LED signage," Winnipeg, Manitoba ",25/10/2025,2025-10-26,6,$421.81,Shipped
ORD2025121,Lululemon,Retail,,"Mississauga, Ontario",19/04/2025,25-Apr-2025,141,38.84,Processing
ORD2025122,FIFA,Hospitality,LED signage,"Calgary, Alberta",2025-04-16,21-Apr-2025,2,368.74,Delivered
ORD2025123,FIFA,Retail,Acrylic Panel," Winnipeg, Manitoba ",23/11/2025,28-Nov-2025,40,388.44,Shipped
ORD2025124,Lululemon,Retail,LED signage,"Brampton, Ontario",2025-04-25,2025-04-29,1,370.84,Shipped
ORD2025125,Nike,Retail,,"Toronto, Ontario",2025-05-02,05-May-2025,29,304.33,Delivered
ORD2025126,Rogers,Sports,banner print,"Surrey, British Columbia",09/02/2025,11-Feb-2025,87,$316.39,Processing
ORD2025127,Adidas,Hospitality,Acrylic Panel,"Calgary, Alberta",26/04/2025,2025-04-29,81,$81.1,Delivered
ORD2025128,Nike,Construction,Fabric Display,"Montreal, Quebec",2025-05-30,03-Jun-2025,130,$100.02,Delivered
ORD2025129,Bell,Hospitality,Acrylic Panel,"Halifax, Nova Scotia",2025-05-17,20-May-2025,159,124.58,Processing
ORD2025130,Nike,Construction,LED Signage,"Calgary, Alberta",2025-11-01,02-Nov-2025,125,$160.67,Delivered
ORD2025131,Nike,Sports,Fabric Display,"Calgary, Alberta",2025-07-27,02-Aug-2025,166,254.2,Delivered
ORD2025132,Walmart,Construction,banner print,"Toronto, Ontario",2025-11-02,03-Nov-2025,188,78.86,Shipped
ORD2025133,Nike,Hospitality,LED Signage,"Vancouver, British Columbia",2025-07-07,2025-07-08,138,298.33,Shipped
ORD2025134,Adidas,Retail,Lightbox Frame,"Halifax, Nova Scotia",2025-01-28,31-Jan-2025,48,158.49,Shipped
ORD2025135,Walmart,Events,banner print,"Toronto, Ontario",2025-08-20,24-Aug-2025,93,45.96,Delivered
ORD2025136,Rogers,Sports,,"Halifax, Nova Scotia",14/02/2025,20-Feb-2025,135,$175.53,Delivered
ORD2025137,Lululemon,Sports,LED Signage," Winnipeg, Manitoba ",07/10/2025,08-Oct-2025,179,$387.33,Shipped
ORD2025138,Nike,Sports,LED Signage,"Montreal, Quebec",29/10/2025,2025-11-04,43,394.72,Shipped
ORD2025139,FIFA,Sports,LED signage,"Mississauga, Ontario",19/02/2025,2025-02-20,65,246.45,Delivered
ORD2025140,Bell,Retail,LED signage,"Edmonton, Alberta",28/09/2025,2025-10-04,14,279.66,Shipped
ORD2025141,Rogers,Sports,Acrylic Panel,"Mississauga, Ontario",2025-12-07,2025-12-09,178,$102.37,Shipped
ORD2025142,Rogers,Retail,LED signage,"Mississauga, Ontario",04/12/2025,09-Dec-2025,186,$287.52,Shipped
ORD2025143,Walmart,Hospitality,LED Signage," Winnipeg, Manitoba ",2025-06-22,2025-06-26,69,423.46,Processing
ORD2025144,FIFA,Hospitality,,"Halifax, Nova Scotia",09/11/2025,2025-11-14,121,101.25,Processing
ORD2025145,FIFA,Hospitality,,"Mississauga, Ontario",27/07/2025,2025-08-01,79,23.72,Shipped
ORD2025146,Cineplex,Events,Banner Print,"Montreal, Quebec",02/11/2025,2025-11-03,126,348.18,Shipped
ORD2025147,Cineplex,Retail,LED signage,"Surrey, British Columbia",27/06/2025,01-Jul-2025,105,$336.86,Delivered
ORD2025148,FIFA,Retail,Fabric Display,"Surrey, British Columbia",08/03/2025,2025-03-12,136,408.65,Processing
ORD2025149,Walmart,Events,,"Surrey, British Columbia",2025-01-07,12-Jan-2025,187,341.59,Shipped
ORD2025150,Adidas,Construction,,"Vancouver, British Columbia",02/05/2025,2025-05-05,113,$496.82,Processing
ORD2025151,Nike,Sports,banner print,"Quebec City, Quebec",2025-11-30,2025-12-01,163,$228.39,Delivered
ORD2025152,Walmart,Sports,Banner Print,"Surrey, British Columbia",22/03/2025,2025-03-28,179,$155.63,Processing
ORD2025153,Rogers,Construction,Lightbox Frame," Winnipeg, Manitoba ",12/12/2025,17-Dec-2025,115,$16.55,Processing
ORD2025154,Lululemon,Sports,Banner Print,"Quebec City, Quebec",18/03/2025,22-Mar-2025,60,270.13,Delivered
ORD2025155,Adidas,Construction,banner print,"Brampton, Ontario",18/03/2025,2025-03-21,112,433.17,Delivered
ORD2025156,Adidas,Hospitality,Acrylic Panel,"Montreal, Quebec",10/02/2025,2025-02-11,155,$330.37,Shipped
ORD2025157,Walmart,Events,LED signage,"Quebec City, Quebec",2025-05-24,2025-05-28,5,393.51,Shipped
ORD2025158,Cineplex,Hospitality,LED signage,"Brampton, Ontario",11/02/2025,12-Feb-2025,2,$481.45,Processing
ORD2025159,Bell,Construction,banner print,"Mississauga, Ontario",2025-10-29,31-Oct-2025,60,390.57,Shipped
ORD2025160,Rogers,Events,Lightbox Frame,"Brampton, Ontario",07/02/2025,09-Feb-2025,180,307.8,Delivered
ORD2025161,FIFA,Retail,Banner Print,"Quebec City, Quebec",2025-03-25,2025-03-27,199,$52.73,Shipped
ORD2025162,Rogers,Sports,Acrylic Panel,"Montreal, Quebec",2025-09-27,2025-09-28,187,$458.78,Processing
ORD2025163,Bell,Hospitality,LED Signage,"Montreal, Quebec",2025-10-09,10-Oct-2025,52,$327.05,Shipped
ORD2025164,Bell,Sports,Acrylic Panel,"Mississauga, Ontario",17/07/2025,2025-07-21,14,94.82,Delivered
ORD2025165,Rogers,Construction,,"Surrey, British Columbia",26/08/2025,27-Aug-2025,44,473.31,Delivered
ORD2025166,Adidas,Retail,Fabric Display,"Calgary, Alberta",01/09/2025,2025-09-07,52,196.59,Delivered
ORD2025167,Bell,Retail,Fabric Display,"Halifax, Nova Scotia",2025-04-27,2025-05-01,3,82.07,Processing
ORD2025168,Bell,Hospitality,Banner Print,"Calgary, Alberta",2025-10-18,2025-10-23,45,95.63,Processing
ORD2025169,Walmart,Events,Fabric Display,"Calgary, Alberta",2025-09-04,2025-09-06,179,303.65,Shipped
ORD2025170,Nike,Hospitality,Lightbox Frame,"Quebec City, Quebec",2025-03-02,2025-03-06,115,$38.94,Delivered
ORD2025171,Cineplex,Hospitality,,"Montreal, Quebec",29/12/2025,2025-12-31,32,$76.97,Shipped
ORD2025172,Lululemon,Sports,,"Calgary, Alberta",2025-04-23,2025-04-25,107,253.04,Shipped
ORD2025173,FIFA,Construction,Acrylic Panel,"Mississauga, Ontario",2025-11-30,01-Dec-2025,80,452.11,Processing
ORD2025174,Adidas,Retail,,"Surrey, British Columbia",10/09/2025,2025-09-15,57,$107.7,Shipped
ORD2025175,Nike,Events,banner print,"Montreal, Quebec",04/02/2025,2025-02-05,127,$12.51,Delivered
ORD2025176,Rogers,Construction,LED signage,"Edmonton, Alberta",2025-10-13,19-Oct-2025,154,359.59,Delivered
ORD2025177,Cineplex,Construction,Acrylic Panel,"Edmonton, Alberta",2025-08-16,2025-08-19,191,$64.0,Shipped
ORD2025178,Nike,Events,LED Signage," Winnipeg, Manitoba ",2025-01-17,2025-01-19,12,194.22,Shipped
ORD2025179,Adidas,Hospitality,Acrylic Panel,"Mississauga, Ontario",2025-10-25,2025-10-31,182,357.68,Delivered
ORD2025180,Cineplex,Sports,LED signage," Winnipeg, Manitoba ",28/09/2025,02-Oct-2025,3,366.64,Shipped
ORD2025181,Lululemon,Hospitality,Acrylic Panel," Winnipeg, Manitoba ",30/10/2025,2025-11-03,187,339.47,Shipped
ORD2025182,Bell,Retail,,"Surrey, British Columbia",06/01/2025,11-Jan-2025,108,$153.0,Shipped
ORD2025183,Lululemon,Hospitality,Acrylic Panel," Winnipeg, Manitoba ",2025-06-16,17-Jun-2025,87,20.32,Shipped
ORD2025184,Nike,Hospitality,Acrylic Panel,"Brampton, Ontario",30/04/2025,2025-05-02,133,$310.88,Processing
ORD2025185,Walmart,Sports,Banner Print,"Calgary, Alberta",20/02/2025,25-Feb-2025,34,182.61,Delivered
ORD2025186,Bell,Retail,LED Signage,"Halifax, Nova Scotia",20/10/2025,21-Oct-2025,148,$187.54,Shipped
ORD2025187,Bell,Events,LED signage,"Surrey, British Columbia",2025-02-04,2025-02-06,111,308.64,Processing
ORD2025188,Adidas,Retail,LED signage,"Brampton, Ontario",2025-04-29,2025-04-30,150,$437.43,Processing
ORD2025189,Rogers,Sports,LED signage,"Mississauga, Ontario",2025-05-15,16-May-2025,145,399.53,Processing
ORD2025190,FIFA,Events,Banner Print," Winnipeg, Manitoba ",08/07/2025,2025-07-09,68,$274.99,Delivered
ORD2025191,Rogers,Construction,Acrylic Panel,"Mississauga, Ontario",2025-04-02,2025-04-05,101,$126.05,Delivered
ORD2025192,Walmart,Sports,Acrylic Panel," Winnipeg, Manitoba ",2025-11-17,2025-11-21,167,$338.57,Delivered
ORD2025193,Rogers,Sports,LED Signage,"Brampton, Ontario",17/02/2025,2025-02-19,173,$60.21,Delivered
ORD2025194,Rogers,Hospitality,Lightbox Frame,"Montreal, Quebec",23/10/2025,2025-10-29,106,286.12,Shipped
ORD2025195,Adidas,Events,Banner Print,"Vancouver, British Columbia",2025-11-18,2025-11-23,115,63.55,Delivered
ORD2025196,Walmart,Sports,LED signage,"Brampton, Ontario",23/05/2025,28-May-2025,111,287.96,Processing
ORD2025197,FIFA,Retail,,"Quebec City, Quebec",17/08/2025,18-Aug-2025,3,355.69,Shipped
ORD2025198,Walmart,Events,Lightbox Frame,"Calgary, Alberta",18/09/2025,22-Sep-2025,173,$126.73,Shipped
ORD2025199,Adidas,Events,Fabric Display,"Brampton, Ontario",02/11/2025,2025-11-06,22,$438.37,Delivered
ORD2025200,Adidas,Events,Lightbox Frame,"Halifax, Nova Scotia",14/04/2025,2025-04-20,84,$426.14,Delivered
ORD2025201,Adidas,Construction,LED signage,"Brampton, Ontario",08/01/2025,14-Jan-2025,1,$81.0,Delivered
ORD2025202,Adidas,Construction,Fabric Display,"Calgary, Alberta",2025-02-15,19-Feb-2025,81,$453.69,Processing
ORD2025203,Bell,Sports,Lightbox Frame,"Toronto, Ontario",14/04/2025,17-Apr-2025,27,87.87,Processing
ORD2025204,Bell,Construction,LED Signage,"Calgary, Alberta",26/11/2025,02-Dec-2025,105,442.76,Shipped
ORD2025205,Lululemon,Sports,LED Signage,"Vancouver, British Columbia",26/03/2025,2025-03-29,200,166.47,Shipped
ORD2025206,Lululemon,Hospitality,Lightbox Frame,"Surrey, British Columbia",2025-07-02,2025-07-05,99,289.98,Shipped
ORD2025207,FIFA,Hospitality,Banner Print,"Surrey, British Columbia",22/02/2025,2025-02-24,40,$338.65,Shipped
ORD2025208,Rogers,Construction,Acrylic Panel,"Calgary, Alberta",12/06/2025,18-Jun-2025,37,39.48,Delivered
ORD2025209,Adidas,Retail,Acrylic Panel,"Montreal, Quebec",2025-09-05,09-Sep-2025,48,$163.89,Processing
ORD2025210,Nike,Sports,Fabric Display,"Calgary, Alberta",01/03/2025,05-Mar-2025,143,$127.13,Delivered
ORD2025211,Walmart,Sports,LED signage,"Edmonton, Alberta",05/01/2025,11-Jan-2025,172,263.3,Shipped
ORD2025212,Lululemon,Sports,LED Signage,"Halifax, Nova Scotia",2025-10-14,2025-10-15,178,$161.92,Delivered
ORD2025213,Bell,Events,LED Signage,"Quebec City, Quebec",2025-07-23,2025-07-29,45,$114.13,Delivered
ORD2025214,Adidas,Hospitality,LED Signage," Winnipeg, Manitoba ",2025-04-25,2025-04-27,77,$291.83,Shipped
ORD2025215,Rogers,Construction,Banner Print,"Vancouver, British Columbia",2025-07-02,2025-07-05,174,410.57,Processing
ORD2025216,Rogers,Sports,,"Montreal, Quebec",2025-05-06,2025-05-10,56,184.5,Processing
ORD2025217,Nike,Hospitality,,"Surrey, British Columbia",2025-06-16,20-Jun-2025,109,$161.48,Shipped
ORD2025218,FIFA,Hospitality,Lightbox Frame,"Mississauga, Ontario",2025-05-17,19-May-2025,4,$196.3,Shipped
ORD2025219,Cineplex,Construction,LED signage,"Calgary, Alberta",2025-01-26,2025-01-27,159,137.65,Shipped
ORD2025220,Rogers,Retail,Acrylic Panel,"Quebec City, Quebec",2025-04-05,2025-04-08,51,294.33,Processing
ORD2025221,Cineplex,Construction,Lightbox Frame,"Brampton, Ontario",03/05/2025,09-May-2025,197,445.12,Processing
ORD2025222,Nike,Sports,,"Calgary, Alberta",12/08/2025,17-Aug-2025,164,276.32,Shipped
ORD2025223,Lululemon,Retail,Acrylic Panel,"Montreal, Quebec",15/09/2025,21-Sep-2025,58,$289.82,Shipped
ORD2025224,Bell,Sports,Fabric Display,"Edmonton, Alberta",04/10/2025,2025-10-05,137,431.14,Shipped
ORD2025225,Nike,Construction,,"Brampton, Ontario",2025-09-26,2025-09-29,153,29.0,Delivered
ORD2025226,Cineplex,Events,LED signage,"Surrey, British Columbia",19/03/2025,2025-03-25,168,$50.34,Shipped
ORD2025227,Adidas,Events,Fabric Display,"Surrey, British Columbia",2025-07-02,2025-07-08,81,110.32,Shipped
ORD2025228,Lululemon,Hospitality,LED signage,"Mississauga, Ontario",2025-04-03,09-Apr-2025,21,53.36,Processing
ORD2025229,Walmart,Retail,," Winnipeg, Manitoba ",31/07/2025,05-Aug-2025,151,$491.75,Delivered
ORD2025230,Nike,Sports,Acrylic Panel,"Vancouver, British Columbia",12/03/2025,14-Mar-2025,32,$261.78,Delivered
ORD2025231,Rogers,Sports,,"Toronto, Ontario",10/01/2025,2025-01-12,166,229.3,Delivered
